alfa1c;18.85
alfa2c;19.7
alfa3c;20.37
alfa4c;20.98
a1c;18.85
a2c;19.7
a3c;20.37
a4c;20.98
a1c;16.64
a2c;17.17
a3;17.96
a3c;17.97
a4;18.52
a4c;18.52
b1c;14.97
b2c;16.19
b3;17.05
b3c;17.05
b4;17.6
b4c;17.61
c1;13.72
c1c;13.76
c2;14.48
c2c;14.49
c3;15.35
c3c;15.35
c4;15.9
c4c;15.91
d1;12
d1c;12.18
d2;12.76
d2c;12.77
d3;13.62
d3c;13.63
e1;10.49
e1c;10.47
